"表章項目 コード","表章項目 補助コード","表章項目","時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","地方入国管理局・支局・出張所 コード","地方入国管理局・支局・出張所 補助コード","地方入国管理局・支局・出張所","/在留資格審査の受理・処理","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50060","","稚内港出張所","","0","0","0","0","0","0","0","***","36","1","35","36","36","0","0","***","37","0","37","31","30","0","1","***","25","0","25","25","25","0","0","***","2","0","2","2","2","0","0","***","3","1","2","3","3","0","0","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50070","","千歳苫小牧出張所","","7","0","7","7","7","0","0","***","621","58","563","561","556","0","5","***","62","0","62","58","57","0","1","***","1,147","1","1,146","1,147","1,147","0","0","***","27","0","27","27","27","0","0","***","17","2","15","10","10","0","0","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50080","","旭川出張所","","5","0","5","5","5","0","0","***","595","14","581","559","554","2","3","***","202","19","183","192","188","1","3","***","247","0","247","247","245","0","2","***","10","0","10","10","10","0","0","***","33","5","28","22","19","3","0","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50090","","仙台出入国在留管理局管内","","183","9","174","181","175","0","6","***","17,647","686","16,961","16,164","15,920","42","202","***","10,109","962","9,147","9,287","8,988","70","229","***","5,470","10","5,460","5,441","5,414","6","21","***","368","0","368","368","365","3","0","***","1,053","380","673","751","461","241","49","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50100","","仙台出入国在留管理局","","100","1","99","100","98","0","2","***","11,897","341","11,556","10,773","10,648","22","103","***","8,592","895","7,697","7,924","7,673","62","189","***","3,320","10","3,310","3,294","3,270","5","19","***","234","0","234","234","231","3","0","***","699","246","453","478","296","164","18","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50110","","青森出張所","","11","1","10","11","11","0","0","***","829","38","791","782","761","6","15","***","366","6","360","338","317","3","18","***","251","0","251","251","250","0","1","***","19","0","19","19","19","0","0","***","85","34","51","73","47","19","7","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50120","","盛岡出張所","","13","0","13","12","12","0","0","***","758","28","730","726","717","0","9","***","274","18","256","253","250","0","3","***","341","0","341","341","341","0","0","***","20","0","20","20","20","0","0","***","71","27","44","53","41","8","4","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50130","","仙台空港出張所","","0","0","0","0","0","0","0","***","5","0","5","5","5","0","0","***","2","0","2","2","2","0","0","***","608","0","608","608","608","0","0","***","4","0","4","4","4","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50140","","秋田出張所","","18","2","16","17","15","0","2","***","459","19","440","428","426","0","2","***","128","5","123","123","122","0","1","***","196","0","196","196","196","0","0","***","20","0","20","20","20","0","0","***","27","6","21","19","11","5","3","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50150","","酒田港出張所","","3","0","3","3","3","0","0","***","195","8","187","188","186","0","2","***","66","1","65","55","55","0","0","***","50","0","50","50","50","0","0","***","5","0","5","5","5","0","0","***","25","4","21","21","17","4","0","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50160","","郡山出張所","","38","5","33","38","36","0","2","***","3,504","252","3,252","3,262","3,177","14","71","***","681","37","644","592","569","5","18","***","704","0","704","701","699","1","1","***","66","0","66","66","66","0","0","***","146","63","83","107","49","41","17","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50170","","東京出入国在留管理局管内","","8,687","190","8,497","8,501","8,145","2","354","***","458,242","22,675","435,567","426,919","415,378","1,871","9,670","***","153,023","13,694","139,329","140,465","125,171","3,946","11,348","***","194,794","764","194,030","194,050","193,512","184","354","***","21,266","4","21,262","21,262","21,241","18","3","***","56,287","22,962","33,325","34,453","18,366","14,725","1,362","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50180","","東京出入国在留管理局","","3,851","147","3,704","3,719","3,652","0","67","***","279,523","15,197","264,326","256,927","248,488","1,512","6,927","***","116,440","11,337","105,103","106,202","93,209","3,233","9,760","***","86,002","588","85,414","85,451","85,038","147","266","***","11,037","0","11,037","11,037","11,019","17","1","***","28,924","11,558","17,366","16,456","8,436","7,519","501","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50190","","成田空港支局","","9","0","9","9","9","0","0","***","1,032","2","1,030","1,030","1,030","0","0","***","235","0","235","235","234","0","1","***","41,587","0","41,587","41,587","41,587","0","0","***","983","0","983","983","982","0","1","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50200","","羽田空港支局","","1","0","1","1","1","0","0","***","331","1","330","330","330","0","0","***","159","0","159","159","159","0","0","***","13,420","0","13,420","13,420","13,420","0","0","***","445","0","445","445","445","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50210","","横浜支局","","678","1","677","674","672","0","2","***","27,504","1,106","26,398","26,256","25,897","32","327","***","7,926","511","7,415","7,370","7,049","113","208","***","7,147","31","7,116","7,099","7,057","10","32","***","1,741","3","1,738","1,738","1,738","0","0","***","5,977","2,065","3,912","4,295","2,963","1,198","134","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50220","","水戸出張所","","299","7","292","295","261","1","33","***","12,651","534","12,117","11,942","11,753","23","166","***","3,552","370","3,182","3,270","3,204","13","53","***","2,845","4","2,841","2,841","2,838","0","3","***","469","0","469","469","469","0","0","***","1,389","625","764","887","431","435","21","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50230","","宇都宮出張所","","236","2","234","231","193","0","38","***","12,344","688","11,656","11,526","11,099","11","416","***","1,591","133","1,458","1,475","1,310","36","129","***","2,572","0","2,572","2,570","2,570","0","0","***","450","0","450","450","450","0","0","***","1,139","485","654","800","334","431","35","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50240","","高崎出張所","","524","6","518","513","442","0","71","***","17,230","684","16,546","16,372","15,900","20","452","***","3,013","304","2,709","2,795","2,600","51","144","***","3,163","0","3,163","3,163","3,162","0","1","***","765","1","764","765","765","0","0","***","2,061","900","1,161","1,315","503","721","91","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50250","","さいたま出張所","","1,181","6","1,175","1,176","1,173","1","2","***","35,564","1,204","34,360","34,081","33,641","41","399","***","6,235","258","5,977","6,021","5,385","193","443","***","12,904","31","12,873","12,876","12,862","6","8","***","1,588","0","1,588","1,588","1,587","0","1","***","5,535","2,245","3,290","3,664","1,759","1,639","266","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50260","","千葉出張所","","834","15","819","818","717","0","101","***","25,936","1,213","24,723","24,718","24,127","152","439","***","3,957","123","3,834","3,751","3,439","123","189","***","8,452","7","8,445","8,448","8,438","5","5","***","1,003","0","1,003","1,003","1,003","0","0","***","3,310","1,477","1,833","2,187","1,139","905","143","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50270","","立川出張所","","316","0","316","316","316","0","0","***","17,150","834","16,316","16,366","16,049","24","293","***","3,400","287","3,113","3,133","2,897","87","149","***","8,587","99","8,488","8,493","8,455","5","33","***","859","0","859","859","858","1","0","***","2,241","995","1,246","1,470","873","548","49","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50280","","新潟出張所","","41","0","41","40","34","0","6","***","2,952","126","2,826","2,792","2,714","29","49","***","869","67","802","786","729","20","37","***","1,210","0","1,210","1,209","1,209","0","0","***","149","0","149","149","149","0","0","***","360","148","212","229","120","102","7","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50290","","甲府出張所","","73","1","72","69","68","0","1","***","3,435","131","3,304","3,257","3,199","16","42","***","650","45","605","608","579","9","20","***","786","0","786","786","786","0","0","***","158","0","158","158","158","0","0","***","585","280","305","411","184","213","14","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50300","","長野出張所","","155","5","150","152","119","0","33","***","7,607","332","7,275","7,200","7,146","3","51","***","2,414","108","2,306","2,272","2,166","30","76","***","1,230","0","1,230","1,228","1,224","3","1","***","298","0","298","297","297","0","0","***","1,542","810","732","825","446","354","25","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50310","","川崎出張所","","489","0","489","488","488","0","0","***","14,983","623","14,360","14,122","14,005","8","109","***","2,582","151","2,431","2,388","2,211","38","139","***","4,889","4","4,885","4,879","4,866","8","5","***","1,321","0","1,321","1,321","1,321","0","0","***","3,224","1,374","1,850","1,914","1,178","660","76","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50320","","名古屋出入国在留管理局管内","","3,160","3","3,157","3,156","3,154","0","2","***","144,905","7,503","137,402","134,691","131,061","831","2,799","***","58,315","5,834","52,481","53,505","51,042","955","1,508","***","27,971","66","27,905","27,923","27,740","97","86","***","6,770","0","6,770","6,770","6,763","7","0","***","17,064","5,583","11,481","10,039","4,757","4,622","660","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50330","","名古屋出入国在留管理局","","1,738","2","1,736","1,735","1,733","0","2","***","97,641","5,198","92,443","90,679","87,758","715","2,206","***","45,480","4,652","40,828","41,809","39,799","816","1,194","***","14,563","61","14,502","14,539","14,374","89","76","***","3,549","0","3,549","3,549","3,543","6","0","***","11,399","3,866","7,533","6,068","2,603","3,045","420","***"
"160","","在留資格取得等処理人員【人】","2019000000","","2019年","50340","","中部空港支局","","0","0","0","0","0","0","0","***","179","0","179","179","179","0","0","***","38","0","38","38","38","0","0","***","5,962","0","5,962","5,954","5,954","0","0","***","192","0","192","192","192","0","0","***","0","0","0","0","0","0","0","***"
